490.838	5
491.235	7
491.633	10
492.031	5
492.429	17
492.826	18
493.224	8
493.622	12
494.019	16
494.417	16
494.814	21
495.212	18
495.609	16
496.007	26
496.404	19
496.802	14
497.199	36
497.596	31
497.994	44
498.391	48
498.788	54
499.185	42
499.582	57
499.979	63
500.377	51
500.774	72
501.171	76
501.568	83
501.965	92
502.362	94
502.758	91
503.155	105
503.552	132
503.949	131
504.346	164
504.742	143
505.139	165
505.536	183
505.933	202
506.329	210
506.726	237
507.122	251
507.519	255
507.915	276
508.312	276
508.708	296
509.104	316
509.501	327
509.897	345
510.293	383
510.690	374
511.086	421
511.482	422
511.878	447
512.274	476
512.671	491
513.067	522
513.463	518
513.859	497
514.255	527
514.651	519
515.046	515
515.442	512
515.838	501
516.234	510
516.630	448
517.025	452
517.421	450
517.817	422
518.212	406
518.608	389
519.004	360
519.399	344
519.795	350
520.190	291
520.586	318
520.981	286
521.377	257
521.772	225
522.167	224
522.562	227
522.958	201
523.353	195
523.748	189
524.143	158
524.538	163
524.934	166
525.329	150
525.724	148
526.119	125
526.514	125
526.909	124
527.304	117
527.698	108
528.093	80
528.488	105
528.883	80
529.278	86
529.672	83
530.067	72
530.462	75
530.856	72
531.251	84
531.645	64
532.040	69
532.434	61
532.829	63
533.223	59
533.618	45
534.012	53
534.406	50
534.801	44
535.195	47
535.589	49
535.983	47
536.378	43
536.772	37
537.166	52
537.560	45
537.954	31
538.348	37
538.742	34
539.136	29
539.530	28
539.924	40
540.317	37
540.711	38
541.105	32
541.499	30
541.893	41
542.286	31
542.680	36
543.074	30
543.467	31
543.861	40
544.254	26
544.648	30
545.041	41
545.435	36
545.828	40
546.221	36
546.615	35
547.008	40
547.401	44
547.795	35
548.188	33
548.581	39
548.974	29
549.367	38
549.760	40
550.153	64
550.546	46
550.939	45
551.332	61
551.725	56
552.118	62
552.511	57
552.904	70
553.296	68
553.689	77
554.082	84
554.475	92
554.867	89
555.260	96
555.653	95
556.045	110
556.438	112
556.830	145
557.223	118
557.615	131
558.007	135
558.400	161
558.792	159
559.184	163
559.577	164
559.969	199
560.361	181
560.753	203
561.146	195
561.538	214
561.930	214
562.322	226
562.714	241
563.106	239
563.498	258
563.890	237
564.282	228
564.673	245
565.065	254
565.457	243
565.849	284
566.241	269
566.632	249
567.024	232
567.416	270
567.807	261
568.199	237
568.590	228
568.982	230
569.373	203
569.765	230
570.156	205
570.547	201
570.939	206
571.330	206
571.721	197
572.113	172
572.504	181
572.895	181
573.286	193
573.677	165
574.068	149
574.459	157
574.850	137
575.241	151
575.632	152
576.023	140
576.414	137
576.805	133
577.196	127
577.587	114
577.978	128
578.368	106
578.759	110
579.150	88
579.540	104
579.931	98
580.321	96
580.712	85
581.102	77
581.493	94
581.883	89
582.274	83
582.664	79
583.055	82
583.445	82
583.835	85
584.225	70
584.616	66
585.006	72
585.396	63
585.786	66
586.176	75
586.566	67
586.956	70
587.346	75
587.736	63
588.126	58
588.516	69
588.906	68
589.296	45
589.686	56
590.075	62
590.465	52
590.855	52
591.244	49
591.634	53
592.024	49
592.413	64
592.803	45
593.192	65
593.582	60
593.971	61
594.361	55
594.750	54
595.139	62
595.529	75
595.918	60
596.307	61
596.697	67
597.086	59
597.475	59
597.864	56
598.253	54
598.642	54
