460.118	3
460.517	-6
460.915	3
461.314	-3
461.713	-2
462.111	5
462.510	-1
462.909	2
463.307	-2
463.706	9
464.104	6
464.503	1
464.901	6
465.300	6
465.698	6
466.097	8
466.495	3
466.893	7
467.292	8
467.690	9
468.088	1
468.486	13
468.884	7
469.283	9
469.681	7
470.079	7
470.477	1
470.875	4
471.273	9
471.671	4
472.069	1
472.466	-4
472.864	1
473.262	3
473.660	0
474.058	6
474.455	8
474.853	0
475.251	9
475.648	-3
476.046	0
476.443	4
476.841	4
477.238	0
477.636	3
478.033	-1
478.431	5
478.828	1
479.225	4
479.623	2
480.020	3
480.417	-2
480.814	-1
481.211	6
481.609	7
482.006	5
482.403	7
482.800	6
483.197	5
483.594	10
483.991	4
484.388	-2
484.784	3
485.181	0
485.578	3
485.975	3
486.372	3
486.768	3
487.165	3
487.562	9
487.958	7
488.355	3
488.752	2
489.148	-1
489.545	3
489.941	9
490.337	3
490.734	3
491.130	10
491.527	6
491.923	6
492.319	14
492.715	5
493.112	9
493.508	14
493.904	5
494.300	5
494.696	3
495.092	2
495.488	3
495.884	3
496.280	10
496.676	1
497.072	11
497.468	6
497.864	9
498.259	5
498.655	9
499.051	8
499.447	8
499.842	14
500.238	12
500.634	7
501.029	11
501.425	16
501.820	2
502.216	7
502.611	8
503.006	12
503.402	16
503.797	13
504.193	11
504.588	14
504.983	20
505.378	13
505.773	10
506.169	18
506.564	19
506.959	17
507.354	19
507.749	15
508.144	14
508.539	13
508.934	21
509.329	20
509.724	23
510.118	24
510.513	19
510.908	19
511.303	28
511.698	23
512.092	21
512.487	20
512.881	12
513.276	21
513.671	18
514.065	25
514.460	13
514.854	25
515.249	28
515.643	17
516.037	15
516.432	20
516.826	18
517.220	15
517.614	25
518.009	18
518.403	12
518.797	11
519.191	13
519.585	25
519.979	26
520.373	25
520.767	24
521.161	18
521.555	19
521.949	22
522.343	13
522.737	29
523.130	21
523.524	24
523.918	24
524.312	24
524.705	21
525.099	19
525.492	26
525.886	35
526.280	30
526.673	18
527.066	28
527.460	26
527.853	36
528.247	19
528.640	39
529.033	40
529.427	38
529.820	40
530.213	36
530.606	32
530.999	47
531.393	30
531.786	44
532.179	44
532.572	53
532.965	34
533.358	36
533.751	51
534.144	54
534.536	65
534.929	75
535.322	58
535.715	61
536.108	74
536.500	86
536.893	84
537.286	90
537.678	92
538.071	82
538.463	93
538.856	92
539.248	103
539.641	104
540.033	106
540.426	122
540.818	124
541.210	133
541.603	133
541.995	127
542.387	149
542.779	160
543.171	157
543.563	163
543.956	183
544.348	168
544.740	194
545.132	171
545.524	197
545.916	195
546.308	218
546.699	207
547.091	228
547.483	239
547.875	238
548.267	273
548.658	260
549.050	274
549.442	265
549.833	310
550.225	312
550.616	302
551.008	322
551.399	353
551.791	329
552.182	382
552.574	368
552.965	355
553.356	387
553.748	396
554.139	404
554.530	418
554.921	440
555.313	464
555.704	451
556.095	467
556.486	420
556.877	482
557.268	493
557.659	470
558.050	516
558.441	535
558.832	544
559.223	564
559.613	549
560.004	577
560.395	544
560.786	571
561.176	570
561.567	600
561.958	540
562.348	567
562.739	614
563.129	582
563.520	618
563.910	664
564.301	594
564.691	622
565.082	660
565.472	656
565.862	688
566.253	627
566.643	644
567.033	668
567.423	658
567.813	661
568.204	621
568.594	679
568.984	671
569.374	673
569.764	680
570.154	757
570.544	695
570.934	700
571.323	725
571.713	721
572.103	720
572.493	753
572.883	748
573.272	788
573.662	758
574.052	802
574.441	775
574.831	840
575.220	830
575.610	844
575.999	886
576.389	853
576.778	867
577.168	853
577.557	873
577.946	898
578.336	924
578.725	935
579.114	989
579.503	946
579.893	993
580.282	1000
