460.118	-2
460.517	-4
460.915	0
461.314	-1
461.713	2
462.111	6
462.510	-4
462.909	-2
463.307	-4
463.706	0
464.104	1
464.503	1
464.901	2
465.300	4
465.698	5
466.097	7
466.495	-4
466.893	-2
467.292	0
467.690	11
468.088	0
468.486	7
468.884	4
469.283	5
469.681	6
470.079	1
470.477	2
470.875	-3
471.273	4
471.671	-1
472.069	-2
472.466	-4
472.864	0
473.262	4
473.660	1
474.058	3
474.455	1
474.853	-5
475.251	5
475.648	-6
476.046	2
476.443	7
476.841	-2
477.238	1
477.636	-6
478.033	-1
478.431	5
478.828	5
479.225	3
479.623	-2
480.020	2
480.417	0
480.814	7
481.211	11
481.609	0
482.006	3
482.403	3
482.800	8
483.197	3
483.594	8
483.991	6
484.388	-1
484.784	-2
485.181	2
485.578	1
485.975	0
486.372	2
486.768	5
487.165	2
487.562	4
487.958	11
488.355	5
488.752	4
489.148	3
489.545	2
489.941	2
490.337	5
490.734	6
491.130	9
491.527	7
491.923	7
492.319	13
492.715	9
493.112	11
493.508	16
493.904	10
494.300	11
494.696	5
495.092	11
495.488	15
495.884	9
496.280	16
496.676	20
497.072	22
497.468	30
497.864	24
498.259	32
498.655	36
499.051	36
499.447	34
499.842	43
500.238	54
500.634	53
501.029	59
501.425	56
501.820	85
502.216	105
502.611	88
503.006	101
503.402	133
503.797	136
504.193	146
504.588	180
504.983	179
505.378	192
505.773	217
506.169	276
506.564	258
506.959	268
507.354	326
507.749	364
508.144	369
508.539	425
508.934	455
509.329	496
509.724	505
510.118	563
510.513	570
510.908	627
511.303	648
511.698	639
512.092	709
512.487	737
512.881	776
513.276	777
513.671	814
514.065	819
514.460	823
514.854	842
515.249	869
515.643	870
516.037	858
516.432	830
516.826	818
517.220	795
517.614	734
518.009	714
518.403	687
518.797	679
519.191	614
519.585	566
519.979	545
520.373	535
520.767	505
521.161	472
521.555	402
521.949	415
522.343	384
522.737	310
523.130	351
523.524	306
523.918	287
524.312	237
524.705	245
525.099	232
525.492	241
525.886	215
526.280	201
526.673	194
527.066	183
527.460	159
527.853	135
528.247	155
528.640	141
529.033	151
529.427	123
529.820	130
530.213	116
530.606	125
530.999	105
531.393	95
531.786	106
532.179	92
532.572	103
532.965	86
533.358	91
533.751	85
534.144	81
534.536	74
534.929	68
535.322	74
535.715	88
536.108	73
536.500	81
536.893	93
537.286	80
537.678	53
538.071	55
538.463	68
538.856	66
539.248	57
539.641	82
540.033	66
540.426	66
540.818	61
541.210	57
541.603	62
541.995	79
542.387	69
542.779	52
543.171	67
543.563	84
543.956	71
544.348	73
544.740	82
545.132	95
545.524	81
545.916	92
546.308	92
546.699	110
547.091	111
547.483	115
547.875	134
548.267	109
548.658	133
549.050	135
549.442	153
549.833	153
550.225	164
550.616	181
551.008	206
551.399	212
551.791	221
552.182	226
552.574	251
552.965	251
553.356	308
553.748	308
554.139	351
554.530	378
554.921	389
555.313	430
555.704	419
556.095	477
556.486	518
556.877	560
557.268	603
557.659	626
558.050	691
558.441	744
558.832	758
559.223	833
559.613	917
560.004	906
560.395	976
560.786	1055
561.176	1104
561.567	1149
561.958	1230
562.348	1269
562.739	1379
563.129	1455
563.520	1531
563.910	1601
564.301	1647
564.691	1675
565.082	1711
565.472	1816
565.862	1888
566.253	1903
566.643	1945
567.033	1977
567.423	2075
567.813	2079
568.204	2119
568.594	2225
568.984	2149
569.374	2144
569.764	2088
570.154	2130
570.544	2100
570.934	2031
571.323	1981
571.713	2009
572.103	1970
572.493	1955
572.883	1822
573.272	1773
573.662	1816
574.052	1746
574.441	1800
574.831	1646
575.220	1630
575.610	1580
575.999	1551
576.389	1515
576.778	1457
577.168	1408
577.557	1315
577.946	1311
578.336	1238
578.725	1217
579.114	1185
579.503	1158
579.893	1125
580.282	1080
580.671	1083
581.060	1001
581.449	1006
581.838	923
582.227	892
582.616	913
583.005	863
583.394	804
583.782	865
584.171	788
584.560	760
584.949	748
585.338	731
585.726	711
586.115	672
586.504	649
586.892	647
587.281	633
587.669	592
588.058	606
588.446	605
588.835	598
589.223	547
589.611	574
590.000	548
590.388	511
590.776	545
591.165	518
591.553	494
591.941	475
592.329	478
592.717	524
593.105	454
593.493	467
593.881	449
594.269	477
594.657	444
595.045	438
595.433	442
595.821	467
596.209	447
596.597	415
596.984	407
597.372	409
597.760	430
598.148	422
598.535	437
598.923	404
599.310	450
599.698	421
600.085	407
600.473	393
600.860	449
601.248	380
601.635	429
602.023	410
602.410	417
602.797	396
603.184	438
603.572	430
603.959	422
604.346	420
604.733	454
605.120	419
605.507	444
605.894	429
606.281	428
606.668	425
607.055	435
607.442	430
607.829	406
608.216	438
608.603	430
608.989	419
609.376	432
609.763	425
610.150	442
610.536	446
610.923	459
611.309	424
611.696	426
612.083	425
612.469	426
612.855	438
613.242	444
613.628	407
614.015	431
614.401	454
614.787	393
615.174	426
615.560	426
615.946	425
616.332	411
616.718	420
617.104	422
617.491	421
617.877	424
618.263	394
618.649	436
619.035	407
619.420	399
619.806	416
620.192	388
620.578	413
620.964	408
621.350	417
621.735	403
622.121	406
622.507	368
622.892	404
623.278	410
623.663	404
624.049	398
624.435	421
624.820	415
625.205	445
625.591	378
625.976	446
626.362	412
626.747	425
627.132	421
627.517	437
627.903	436
628.288	434
628.673	396
629.058	468
629.443	459
629.828	473
630.213	432
630.598	461
630.983	474
631.368	449
631.753	449
632.138	478
632.523	439
632.908	490
633.292	482
633.677	517
634.062	545
634.446	501
634.831	501
635.216	508
635.600	516
635.985	512
636.369	530
636.754	508
637.138	547
637.523	565
637.907	569
638.291	569
638.676	539
639.060	560
639.444	578
639.829	568
640.213	586
640.597	582
640.981	595
641.365	570
641.749	574
642.133	602
642.517	589
642.901	609
643.285	579
643.669	591
644.053	640
644.437	656
644.821	640
645.204	674
645.588	635
645.972	625
646.356	665
646.739	652
647.123	625
647.507	660
647.890	633
648.274	676
648.657	663
649.041	674
649.424	689
649.807	714
650.191	721
650.574	707
650.957	743
651.341	736
651.724	764
652.107	794
652.490	786
652.873	745
653.257	790
653.640	824
654.023	821
654.406	769
654.789	831
655.172	869
655.555	863
655.938	862
656.320	878
656.703	866
657.086	927
657.469	924
657.852	869
658.234	952
658.617	974
659.000	953
659.382	935
659.765	1001
660.147	961
660.530	997
660.912	984
661.295	1045
661.677	971
662.059	1042
662.442	1062
662.824	1042
663.206	1089
663.589	1192
663.971	1096
664.353	1156
664.735	1170
665.117	1162
665.499	1211
665.882	1204
666.264	1200
666.646	1249
667.028	1250
667.410	1266
